carro_id,marca,ano,quilometragem,motor,cambio,combustivel,cor,portas,dono_unico,ipva_pago,num_revisoes,preco
C1499,Hyundai,2016,151783,1.6,Automatico,Flex,Vermelho,2,Sim,Sim,10,57948
C1500,Fiat,2015,129138,1.8,Automatico,Flex,Azul,2,Nao,Nao,8,45596
C1501,Fiat,2014,173228,2.0,Automatico,Flex,Cinza,4,Sim,Sim,10,45439
C1502,Volkswagen,2021,23189,1.6,Automatico,Gasolina,Cinza,4,Nao,Sim,1,69361
C1503,Fiat,2016,99730,1.6,Manual,Flex,Branco,4,Nao,Sim,7,43533
C1504,Hyundai,2007,275034,1.0,Automatico,Flex,Preto,4,Sim,Nao,3,25746
C1505,Jeep,2023,20073,1.4,Manual,Flex,Branco,4,Sim,Sim,10,119062
C1506,Chevrolet,2014,85465,1.6,Automatico,Flex,Vermelho,4,Nao,Sim,5,57137
C1507,Hyundai,2005,300000,1.6,Manual,Gasolina,Vermelho,2,Nao,Nao,1,9376
C1508,Volkswagen,2021,54055,2.0,Automatico,Flex,Vermelho,4,Nao,Sim,5,87453
C1509,Toyota,2017,70508,2.0,Manual,Gasolina,Preto,4,Nao,Nao,11,91440
C1510,Fiat,2007,244254,1.8,Manual,Flex,Branco,4,Nao,Sim,3,9000
C1511,Volkswagen,2017,135676,1.0,Automatico,Flex,Branco,4,Sim,Nao,10,56998
C1512,Chevrolet,2006,280857,1.8,Automatico,Flex,Prata,4,Nao,Sim,0,23864
C1513,Hyundai,2015,205585,1.8,Manual,Gasolina,Vermelho,4,Nao,Sim,9,42238
C1514,Renault,2021,20806,1.6,Manual,Gasolina,Branco,4,Sim,Sim,3,60044
C1515,Chevrolet,2008,268596,1.4,Manual,Diesel,Preto,2,Sim,Sim,11,14418
C1516,Toyota,2006,273209,1.6,Manual,Flex,Branco,4,Nao,Sim,9,47223
C1517,Hyundai,2022,54883,1.8,Manual,Flex,Vermelho,4,Sim,Nao,6,77269
C1518,Jeep,2018,26751,1.8,Manual,Flex,Vermelho,4,Sim,Sim,3,112002
C1519,Toyota,2012,85313,1.0,Manual,Gasolina,Preto,4,Sim,Sim,5,74786
C1520,Jeep,2020,19118,1.0,Manual,Gasolina,Cinza,4,Sim,Sim,2,100761
C1521,Toyota,2023,11015,1.0,Manual,Flex,Preto,4,Sim,Sim,11,107013
C1522,Fiat,2009,284508,1.0,Automatico,Hibrido,Azul,4,Nao,Sim,10,9155
C1523,Honda,2022,49629,1.8,Manual,Flex,Branco,4,Nao,Sim,7,96801
C1524,Volkswagen,2023,7024,1.8,Manual,Flex,Branco,4,Nao,Nao,6,84174
C1525,Chevrolet,2011,178885,1.6,Manual,Flex,Prata,2,Sim,Sim,3,26226
C1526,Fiat,2021,9755,1.6,Automatico,Diesel,Azul,4,Sim,Nao,5,79612
C1527,Toyota,2017,134569,1.6,Automatico,Flex,Branco,2,Sim,Sim,1,87652
C1528,Fiat,2009,265315,1.8,Automatico,Flex,Azul,4,Sim,Nao,3,28446
C1529,Fiat,2022,43733,1.0,Automatico,Gasolina,Branco,2,Nao,Sim,6,64393
C1530,Volkswagen,2014,152585,1.6,Manual,Flex,Vermelho,4,Sim,Nao,6,56810
C1531,Volkswagen,2005,214933,2.0,Manual,Gasolina,Cinza,4,Nao,Nao,5,15425
C1532,Chevrolet,2014,65443,2.0,Automatico,Gasolina,Azul,4,Nao,Sim,1,65517
C1533,Renault,2015,130257,1.6,Automatico,Flex,Branco,4,Nao,Sim,5,39180
C1534,Toyota,2009,300000,1.6,Automatico,Diesel,Preto,4,Nao,Nao,8,53624
C1535,Chevrolet,2021,25318,2.0,Manual,Flex,Preto,4,Nao,Sim,2,78599
C1536,Chevrolet,2019,95800,1.0,Manual,Flex,Azul,2,Nao,Sim,7,49052
C1537,Volkswagen,2019,53799,1.8,Manual,Gasolina,Azul,4,Nao,Sim,5,74785
C1538,Renault,2010,181428,1.4,Manual,Flex,Preto,4,Sim,Sim,0,14696
C1539,Hyundai,2022,26974,1.0,Manual,Flex,Preto,4,Nao,Nao,10,75037
C1540,Hyundai,2018,139828,1.4,Manual,Flex,Prata,4,Sim,Sim,5,49639
C1541,Fiat,2018,110835,1.4,Automatico,Gasolina,Azul,4,Sim,Sim,2,54519
C1542,Fiat,2021,46046,1.0,Manual,Flex,Prata,4,Nao,Nao,5,46516
C1543,Hyundai,2021,21800,1.0,Automatico,Flex,Preto,4,Nao,Sim,9,76065
C1544,Honda,2015,34778,1.8,Manual,Flex,Azul,2,Nao,Sim,9,94674
C1545,Fiat,2016,69695,2.0,Manual,Gasolina,Vermelho,4,Sim,Nao,10,52952
C1546,Honda,2006,266013,1.6,Automatico,Gasolina,Preto,4,Sim,Nao,5,48454
C1547,Fiat,2019,64449,1.6,Manual,Hibrido,Cinza,4,Nao,Sim,9,48664
C1548,Chevrolet,2007,192129,1.4,Manual,Diesel,Vermelho,4,Nao,Sim,1,19488
C1549,Hyundai,2005,162622,1.4,Automatico,Gasolina,Cinza,4,Nao,Sim,6,21244
C1550,Fiat,2014,95514,1.4,Manual,Gasolina,Preto,4,Nao,Sim,6,31454
C1551,Hyundai,2017,54807,1.4,Manual,Hibrido,Preto,4,Sim,Sim,5,57246
C1552,Hyundai,2021,8177,1.4,Automatico,Diesel,Branco,4,Nao,Sim,2,85566
C1553,Volkswagen,2006,256110,1.4,Automatico,Flex,Preto,4,Nao,Nao,9,21838
C1554,Renault,2014,62860,1.4,Manual,Flex,Azul,4,Nao,Nao,10,36537
C1555,Toyota,2017,80622,1.8,Manual,Diesel,Prata,4,Sim,Sim,8,89117
C1556,Chevrolet,2011,181949,1.4,Manual,Flex,Preto,4,Nao,Sim,5,35606
C1557,Hyundai,2023,12621,1.8,Manual,Hibrido,Azul,4,Nao,Sim,7,88682
C1558,Fiat,2023,7649,1.8,Manual,Hibrido,Prata,4,Nao,Sim,11,66533
C1559,Chevrolet,2013,262147,1.6,Automatico,Gasolina,Vermelho,4,Sim,Sim,6,38451
C1560,Jeep,2018,78750,1.6,Manual,Gasolina,Azul,4,Nao,Sim,10,100600
C1561,Jeep,2014,204876,1.6,Automatico,Gasolina,Prata,4,Sim,Nao,2,80939
C1562,Chevrolet,2009,83670,1.4,Automatico,Flex,Azul,2,Nao,Nao,5,40029
C1563,Chevrolet,2022,7403,1.0,Automatico,Flex,Cinza,4,Nao,Nao,1,73597
C1564,Toyota,2014,81600,1.8,Automatico,Gasolina,Cinza,4,Nao,Sim,7,91925
C1565,Chevrolet,2006,134208,1.4,Automatico,Flex,Branco,4,Sim,Nao,1,32361
C1566,Fiat,2018,101777,2.0,Automatico,Flex,Cinza,4,Sim,Sim,2,60331
C1567,Jeep,2010,73284,1.6,Automatico,Flex,Prata,4,Sim,Nao,7,90238
C1568,Chevrolet,2020,51829,1.0,Automatico,Flex,Azul,4,Sim,Nao,8,69288
C1569,Hyundai,2009,117410,1.0,Manual,Flex,Cinza,2,Sim,Sim,8,33861
C1570,Chevrolet,2019,109605,1.4,Automatico,Flex,Vermelho,4,Sim,Sim,1,67454
C1571,Renault,2020,38193,1.6,Automatico,Flex,Cinza,4,Nao,Nao,8,57376
C1572,Toyota,2006,300000,1.8,Manual,Flex,Vermelho,2,Nao,Nao,1,43529
C1573,Fiat,2022,26664,1.8,Automatico,Flex,Preto,2,Nao,Nao,1,71184
C1574,Toyota,2021,39078,2.0,Manual,Flex,Preto,4,Nao,Sim,2,104667
C1575,Fiat,2021,34620,1.4,Manual,Gasolina,Cinza,4,Nao,Sim,1,54404
C1576,Volkswagen,2011,210755,1.0,Manual,Flex,Azul,2,Nao,Sim,4,36797
C1577,Chevrolet,2022,21561,1.8,Manual,Flex,Cinza,4,Nao,Sim,6,74478
C1578,Hyundai,2017,62062,1.8,Automatico,Flex,Cinza,4,Sim,Sim,5,71973
C1579,Toyota,2015,54896,1.0,Manual,Hibrido,Azul,4,Nao,Nao,8,82286
C1580,Volkswagen,2009,186139,1.8,Manual,Flex,Cinza,4,Sim,Sim,2,39670
C1581,Volkswagen,2016,103572,1.0,Manual,Gasolina,Branco,4,Nao,Sim,0,42402
C1582,Volkswagen,2017,51702,1.8,Manual,Gasolina,Azul,4,Nao,Sim,8,64713
C1583,Honda,2012,0,1.0,Manual,Diesel,Branco,4,Sim,Nao,9,80286
C1584,Volkswagen,2018,86669,1.4,Automatico,Flex,Cinza,4,Nao,Nao,11,72797
C1585,Renault,2006,188351,1.4,Manual,Flex,Azul,4,Sim,Nao,6,18669
C1586,Jeep,2023,5190,1.6,Manual,Flex,Branco,4,Sim,Sim,11,123908
C1587,Toyota,2016,50322,1.4,Manual,Flex,Cinza,4,Nao,Sim,7,84458
C1588,Toyota,2009,191015,1.4,Manual,Flex,Cinza,4,Sim,Sim,2,60520
C1589,Volkswagen,2012,251665,1.0,Manual,Flex,Branco,4,Sim,Sim,1,24963
C1590,Toyota,2021,23637,1.4,Manual,Flex,Vermelho,4,Sim,Sim,6,100017
C1591,Honda,2018,48270,1.4,Automatico,Flex,Preto,4,Sim,Sim,9,88935
C1592,Hyundai,2022,25365,1.0,Manual,Flex,Branco,4,Sim,Nao,11,71322
C1593,Fiat,2014,70885,1.0,Automatico,Flex,Vermelho,4,Sim,Nao,11,39236
C1594,Honda,2016,135827,1.4,Manual,Flex,Azul,4,Nao,Nao,4,60823
C1595,Fiat,2007,136781,1.0,Manual,Flex,Branco,4,Nao,Nao,0,9000
C1596,Chevrolet,2022,37830,1.6,Automatico,Hibrido,Prata,4,Sim,Nao,1,73236
C1597,Volkswagen,2022,32023,1.0,Automatico,Flex,Branco,4,Nao,Nao,5,71388
C1598,Chevrolet,2006,279867,1.4,Manual,Flex,Preto,4,Sim,Sim,10,13841
C1599,Toyota,2021,20535,1.8,Manual,Gasolina,Prata,2,Sim,Sim,11,111807
C1600,Renault,2022,13998,1.6,Manual,Flex,Prata,4,Sim,Sim,3,67376
C1601,Renault,2016,106521,2.0,Manual,Gasolina,Branco,4,Nao,Nao,1,39549
C1602,Volkswagen,2006,71493,2.0,Automatico,Gasolina,Preto,4,Sim,Nao,5,62959
C1603,Hyundai,2013,118487,1.6,Manual,Flex,Azul,4,Nao,Nao,3,44706
C1604,Renault,2017,107794,1.0,Automatico,Gasolina,Branco,2,Nao,Sim,0,39552
C1605,Jeep,2007,94046,1.0,Manual,Flex,Prata,4,Nao,Nao,1,63830
C1606,Fiat,2023,19025,1.8,Automatico,Flex,Azul,4,Sim,Sim,7,79379
C1607,Renault,2021,0,1.4,Automatico,Flex,Vermelho,4,Nao,Sim,11,82506
C1608,Fiat,2005,300000,1.0,Manual,Flex,Cinza,4,Sim,Sim,10,9000
C1609,Volkswagen,2017,110393,1.6,Manual,Flex,Vermelho,4,Sim,Sim,0,62552
C1610,Volkswagen,2013,121136,1.8,Manual,Gasolina,Prata,4,Nao,Sim,7,47460
C1611,Fiat,2022,32606,1.4,Automatico,Diesel,Preto,2,Nao,Nao,1,64195
C1612,Chevrolet,2016,44036,1.4,Manual,Diesel,Prata,4,Nao,Sim,6,51920
C1613,Volkswagen,2007,68925,2.0,Automatico,Flex,Prata,4,Sim,Sim,0,61624
C1614,Chevrolet,2018,99443,1.0,Manual,Gasolina,Azul,4,Nao,Nao,5,44865
C1615,Fiat,2023,19279,1.4,Manual,Flex,Vermelho,4,Nao,Sim,4,62257
C1616,Honda,2011,135631,1.8,Automatico,Diesel,Preto,2,Nao,Sim,1,74101
C1617,Volkswagen,2007,178594,1.0,Automatico,Gasolina,Cinza,2,Sim,Sim,3,37225
C1618,Volkswagen,2007,139170,1.8,Automatico,Gasolina,Branco,2,Sim,Nao,11,42352
C1619,Volkswagen,2015,106669,1.0,Manual,Hibrido,Vermelho,2,Nao,Sim,6,44161
C1620,Honda,2017,28563,1.0,Automatico,Diesel,Cinza,4,Sim,Nao,9,88432
C1621,Toyota,2021,3601,2.0,Automatico,Flex,Vermelho,4,Nao,Sim,2,109145
C1622,Hyundai,2006,213801,1.6,Manual,Diesel,Azul,4,Sim,Sim,1,27634
C1623,Volkswagen,2006,160956,1.0,Manual,Flex,Prata,4,Sim,Sim,8,23644
C1624,Volkswagen,2011,265159,1.6,Manual,Gasolina,Branco,4,Nao,Sim,9,31459
C1625,Honda,2018,64519,2.0,Manual,Flex,Vermelho,2,Sim,Sim,9,93821
C1626,Honda,2015,156008,1.0,Manual,Flex,Azul,4,Nao,Sim,7,55146
C1627,Chevrolet,2014,102992,1.4,Automatico,Flex,Azul,4,Nao,Sim,10,45618
C1628,Hyundai,2021,29802,1.6,Manual,Flex,Preto,2,Nao,Sim,7,68085
C1629,Chevrolet,2006,137086,1.4,Automatico,Flex,Vermelho,2,Nao,Nao,4,35562
C1630,Honda,2011,45114,1.0,Automatico,Flex,Preto,4,Nao,Nao,3,62712
C1631,Toyota,2017,12118,1.0,Automatico,Flex,Prata,4,Nao,Nao,0,87956
C1632,Hyundai,2020,69470,1.4,Manual,Flex,Prata,2,Sim,Sim,10,62847
C1633,Fiat,2012,126745,1.6,Manual,Flex,Azul,4,Sim,Nao,11,29022
C1634,Volkswagen,2017,113866,1.8,Automatico,Gasolina,Vermelho,4,Nao,Sim,7,58812
C1635,Chevrolet,2008,213768,1.4,Manual,Flex,Prata,4,Nao,Sim,4,23324
C1636,Chevrolet,2008,0,1.8,Automatico,Flex,Preto,4,Sim,Sim,8,66764
C1637,Toyota,2016,35378,1.0,Manual,Flex,Azul,4,Sim,Sim,7,85110
C1638,Volkswagen,2010,162512,1.0,Automatico,Flex,Vermelho,4,Nao,Sim,7,33298
C1639,Fiat,2023,13316,1.0,Manual,Flex,Prata,4,Sim,Sim,3,63370
C1640,Toyota,2005,167040,2.0,Automatico,Flex,Vermelho,4,Sim,Sim,11,64661
C1641,Chevrolet,2019,82533,1.8,Manual,Flex,Preto,4,Sim,Nao,8,73720
C1642,Hyundai,2022,55769,1.0,Manual,Flex,Preto,4,Sim,Sim,0,54634
C1643,Fiat,2016,158653,1.8,Manual,Diesel,Azul,4,Nao,Sim,1,31461
C1644,Chevrolet,2016,95342,1.8,Automatico,Gasolina,Cinza,4,Nao,Nao,8,68084
C1645,Chevrolet,2020,28091,1.4,Automatico,Flex,Cinza,4,Sim,Sim,9,69850
C1646,Volkswagen,2013,222005,2.0,Manual,Flex,Branco,4,Nao,Nao,3,43398
C1647,Volkswagen,2015,212070,1.8,Manual,Flex,Prata,4,Nao,Sim,1,42475
C1648,Volkswagen,2005,237977,1.4,Manual,Flex,Azul,4,Nao,Sim,2,16954
C1649,Jeep,2022,19128,1.0,Manual,Gasolina,Vermelho,2,Sim,Sim,0,106074
C1650,Fiat,2020,41438,1.8,Manual,Flex,Azul,4,Sim,Nao,3,59538
C1651,Jeep,2012,177108,2.0,Automatico,Flex,Preto,4,Nao,Sim,5,90583
C1652,Volkswagen,2010,203492,1.6,Manual,Diesel,Cinza,2,Nao,Nao,10,31742
C1653,Toyota,2018,68052,1.8,Automatico,Flex,Preto,4,Sim,Sim,3,99853
C1654,Honda,2011,125387,1.0,Manual,Flex,Cinza,4,Nao,Nao,5,46249
C1655,Renault,2011,56738,1.6,Automatico,Flex,Preto,4,Sim,Nao,6,44219
C1656,Fiat,2007,107261,1.6,Automatico,Flex,Azul,2,Nao,Sim,3,33202
C1657,Chevrolet,2007,233966,1.8,Manual,Flex,Cinza,4,Sim,Sim,6,31407
C1658,Fiat,2015,136231,1.4,Automatico,Flex,Cinza,4,Nao,Sim,6,22777
C1659,Hyundai,2007,300000,1.0,Automatico,Flex,Cinza,4,Sim,Sim,8,17221
C1660,Volkswagen,2011,198159,1.0,Manual,Diesel,Vermelho,4,Nao,Sim,5,14989
C1661,Chevrolet,2006,51328,2.0,Automatico,Flex,Preto,4,Sim,Sim,7,54673
C1662,Fiat,2020,49942,1.6,Manual,Flex,Vermelho,4,Sim,Sim,5,52098
C1663,Volkswagen,2015,124238,1.0,Automatico,Flex,Prata,4,Sim,Sim,10,59208
C1664,Toyota,2010,101232,1.0,Manual,Flex,Vermelho,4,Sim,Sim,3,64271
C1665,Chevrolet,2017,120924,1.8,Automatico,Flex,Cinza,4,Nao,Sim,11,69914
C1666,Chevrolet,2012,106948,1.8,Automatico,Flex,Preto,2,Nao,Sim,0,50226
C1667,Jeep,2006,211435,2.0,Automatico,Gasolina,Cinza,4,Nao,Sim,5,75916
C1668,Toyota,2010,219041,1.8,Manual,Flex,Cinza,4,Sim,Sim,6,62383
C1669,Chevrolet,2015,11899,1.0,Automatico,Gasolina,Azul,4,Nao,Sim,10,59362
C1670,Chevrolet,2017,166530,1.0,Automatico,Flex,Azul,4,Nao,Sim,5,48657
C1671,Hyundai,2023,8610,1.6,Manual,Flex,Prata,4,Nao,Sim,1,80447
C1672,Chevrolet,2021,29139,1.0,Automatico,Flex,Vermelho,4,Nao,Nao,0,69433
C1673,Chevrolet,2015,71303,2.0,Automatico,Flex,Branco,4,Nao,Sim,7,67728
C1674,Hyundai,2007,245365,1.4,Automatico,Flex,Vermelho,4,Nao,Nao,3,18578
C1675,Chevrolet,2019,111101,1.8,Automatico,Gasolina,Preto,4,Sim,Sim,10,69792
C1676,Toyota,2016,140597,1.0,Automatico,Flex,Azul,4,Nao,Sim,5,78999
C1677,Toyota,2013,227487,1.4,Automatico,Hibrido,Vermelho,4,Sim,Sim,8,75664
C1678,Fiat,2009,27210,1.4,Automatico,Flex,Vermelho,2,Nao,Nao,2,39430
C1679,Honda,2020,25189,1.0,Automatico,Gasolina,Cinza,2,Nao,Sim,0,89172
C1680,Jeep,2023,11316,1.0,Automatico,Flex,Preto,4,Sim,Nao,0,111622
C1681,Hyundai,2017,153755,1.0,Automatico,Flex,Prata,4,Sim,Sim,10,52672
C1682,Chevrolet,2021,31970,2.0,Manual,Flex,Azul,4,Sim,Sim,4,69739
C1683,Fiat,2007,183187,1.4,Automatico,Flex,Azul,4,Sim,Nao,9,29361
C1684,Hyundai,2020,32116,1.0,Manual,Gasolina,Branco,4,Nao,Nao,3,58503
C1685,Chevrolet,2022,23458,1.8,Automatico,Diesel,Prata,4,Sim,Nao,10,92678
C1686,Volkswagen,2009,262352,1.8,Automatico,Diesel,Azul,4,Nao,Nao,2,27288
C1687,Fiat,2007,224614,1.8,Automatico,Gasolina,Branco,4,Nao,Sim,5,20885
C1688,Hyundai,2023,15113,1.0,Automatico,Gasolina,Preto,4,Nao,Sim,8,83185
C1689,Toyota,2021,0,1.0,Manual,Gasolina,Prata,4,Sim,Sim,1,104832
C1690,Volkswagen,2019,79586,1.6,Automatico,Flex,Prata,4,Nao,Sim,3,61306
C1691,Volkswagen,2011,145864,2.0,Manual,Flex,Preto,4,Sim,Nao,4,48644
C1692,Honda,2021,44878,2.0,Manual,Flex,Preto,4,Sim,Sim,3,103446
C1693,Fiat,2009,244746,1.0,Automatico,Flex,Cinza,4,Nao,Sim,2,23991
C1694,Fiat,2009,195779,1.0,Automatico,Gasolina,Preto,4,Nao,Nao,5,13226
C1695,Fiat,2023,7184,1.4,Automatico,Flex,Prata,4,Nao,Sim,1,68376
C1696,Honda,2010,73690,1.6,Manual,Hibrido,Branco,4,Nao,Sim,8,83046
C1697,Fiat,2022,20171,2.0,Manual,Flex,Preto,4,Sim,Sim,8,69447
C1698,Hyundai,2019,0,1.0,Automatico,Gasolina,Vermelho,4,Nao,Sim,1,63320
C1699,Hyundai,2007,154174,2.0,Manual,Gasolina,Azul,4,Nao,Sim,6,32145
C1700,Chevrolet,2022,25775,1.4,Manual,Diesel,Prata,2,Nao,Sim,2,64578
C1701,Volkswagen,2018,7870,1.8,Manual,Flex,Prata,4,Sim,Nao,8,81639
C1702,Hyundai,2012,188872,1.6,Manual,Gasolina,Azul,4,Nao,Sim,6,35036
C1703,Toyota,2008,256049,1.8,Manual,Flex,Branco,4,Sim,Sim,5,63479
C1704,Fiat,2013,23207,1.0,Automatico,Flex,Azul,4,Nao,Sim,7,49626
C1705,Volkswagen,2007,149323,1.6,Manual,Flex,Vermelho,4,Sim,Nao,1,37702
C1706,Hyundai,2011,174696,1.0,Manual,Diesel,Cinza,4,Nao,Sim,6,27787
C1707,Volkswagen,2022,23223,1.8,Automatico,Flex,Vermelho,4,Sim,Nao,10,99435
C1708,Hyundai,2017,86160,1.0,Automatico,Gasolina,Preto,4,Sim,Sim,6,60200
C1709,Volkswagen,2015,115721,1.0,Manual,Flex,Branco,2,Nao,Nao,2,38843
C1710,Volkswagen,2011,129613,1.0,Manual,Gasolina,Vermelho,4,Sim,Sim,8,42329
C1711,Honda,2008,184297,1.4,Manual,Hibrido,Preto,4,Nao,Sim,3,55034
C1712,Volkswagen,2005,300000,1.0,Automatico,Diesel,Vermelho,4,Sim,Nao,9,14121
C1713,Renault,2013,160338,1.8,Automatico,Diesel,Preto,4,Sim,Sim,4,39875
C1714,Fiat,2019,78903,1.6,Automatico,Flex,Preto,4,Sim,Nao,7,60326
C1715,Jeep,2014,98371,1.0,Manual,Flex,Vermelho,4,Sim,Nao,1,76739
C1716,Fiat,2016,126553,1.8,Manual,Flex,Azul,4,Nao,Sim,1,33161
C1717,Renault,2018,91054,2.0,Manual,Gasolina,Preto,4,Nao,Sim,6,51682
C1718,Volkswagen,2015,114178,1.4,Automatico,Flex,Branco,4,Nao,Nao,0,55401
C1719,Chevrolet,2018,36708,1.8,Automatico,Flex,Preto,4,Sim,Sim,6,74235
C1720,Chevrolet,2020,15433,1.4,Automatico,Flex,Prata,4,Sim,Sim,7,70322
C1721,Hyundai,2019,73504,1.0,Manual,Hibrido,Vermelho,4,Sim,Sim,0,48367
C1722,Hyundai,2015,196362,1.0,Automatico,Gasolina,Preto,4,Nao,Sim,8,46251
C1723,Toyota,2021,33133,2.0,Manual,Hibrido,Azul,4,Sim,Sim,10,104920
C1724,Honda,2015,46211,1.0,Automatico,Flex,Branco,4,Nao,Sim,8,78981
C1725,Fiat,2012,202836,1.4,Manual,Gasolina,Cinza,4,Sim,Sim,5,17801
C1726,Honda,2011,191741,1.4,Manual,Flex,Cinza,4,Nao,Sim,7,60018
C1727,Hyundai,2013,94437,1.0,Automatico,Gasolina,Preto,4,Nao,Sim,3,45760
C1728,Jeep,2015,183291,1.6,Automatico,Flex,Prata,4,Sim,Sim,8,93131
C1729,Toyota,2020,22284,1.6,Manual,Flex,Vermelho,2,Sim,Sim,4,94035
C1730,Renault,2006,209472,1.8,Manual,Hibrido,Prata,2,Nao,Sim,10,9000
C1731,Volkswagen,2020,85362,1.6,Manual,Diesel,Preto,2,Nao,Sim,3,68477
C1732,Fiat,2016,37794,1.4,Manual,Flex,Azul,4,Sim,Sim,3,54239
C1733,Volkswagen,2022,31717,2.0,Manual,Gasolina,Branco,4,Nao,Nao,3,86788
C1734,Honda,2008,247878,1.6,Automatico,Flex,Branco,4,Sim,Sim,3,48257
C1735,Toyota,2017,6616,1.6,Automatico,Flex,Prata,4,Nao,Nao,6,96845
C1736,Toyota,2014,132707,2.0,Manual,Gasolina,Branco,4,Nao,Nao,1,72544
C1737,Fiat,2008,144978,1.6,Automatico,Flex,Branco,4,Sim,Nao,2,32263
C1738,Fiat,2008,192974,1.0,Manual,Gasolina,Preto,4,Sim,Nao,8,9570
C1739,Honda,2013,81603,1.6,Automatico,Hibrido,Cinza,4,Nao,Sim,9,79668
C1740,Toyota,2020,57695,1.4,Manual,Flex,Cinza,4,Sim,Nao,9,93966
C1741,Jeep,2020,34519,2.0,Manual,Flex,Azul,4,Nao,Sim,4,107946
C1742,Jeep,2012,166496,2.0,Manual,Flex,Azul,4,Nao,Sim,10,84109
C1743,Toyota,2011,117220,1.4,Automatico,Flex,Vermelho,4,Nao,Nao,8,75123
C1744,Volkswagen,2016,125141,1.0,Automatico,Gasolina,Prata,4,Sim,Sim,5,56906
C1745,Hyundai,2011,0,1.4,Manual,Flex,Preto,4,Nao,Sim,7,54295
C1746,Hyundai,2005,300000,1.6,Automatico,Gasolina,Vermelho,4,Nao,Nao,3,23087
C1747,Fiat,2017,113860,1.8,Manual,Diesel,Branco,4,Nao,Nao,3,45738
C1748,Fiat,2009,194737,1.6,Manual,Gasolina,Cinza,4,Nao,Sim,2,15770
